strassenschlüssel,strassenname,stadtteilschlüssel,stadtteilname,stadtviertelschlüssel,stadtviertelname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
3626,Am Gleisdreieck,402,Neuehrenfeld,40203.0,GE Schlachthof-Süd,50823,0001,0009,0002,0002
121,Am Gleueler Bach,303,Lindenthal,30305.0,Deckstein,50935,0001,0025,0002,0026
4094,Am Godorfer Kirchweg,211,Godorf,21101.0,Godorf,50997,0001,0027,0002,0030
6077,Am Golfpark,309,Widdersdorf,30905.0,Widdersdorf-Süd,50859,0001,0013,0002,0030
122,Am Gräfenhof,807,Brück,80701.0,Brück,51109,0007,0019,0018,0060
123,Am Grauen Stein,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0003,0017,,
123,Am Grauen Stein,801,Humboldt/Gremberg,80104.0,Siedlung Humboldt,51105,,,0004,0020
123,Am Grauen Stein,701,Poll,70105.0,GE Poll,51105,0027,0033,0024,0026
4095,Am Greinshof,210,Sürth,21003.0,Sürth-Nord,50999,0001,0019,0002,0012
5904,Am Grott,712,Lind,71202.0,GE Lind,51147,0003,0017,0004,0004
5959,Am Haelentor,306,Junkersdorf,30602.0,Stadtwaldsiedlung,50858,0001,0007,0002,0002
3902,Am Hafenamt,101,Altstadt/Süd,10107.0,Rheinauhafen,50678,,,,
4096,Am Hagelkreuz,209,Weiß,20901.0,Neu-Weiß,50999,0005,0031,0002,0062
124,Am Haselbusch,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0011,0002,0016
4097,Am Heckelchen,213,Meschenich,21301.0,Alt-Meschenich,50997,0003,0019,0002,0030
4098,Am Heepsgarten,711,Wahn,71101.0,Wahn,51147,,,0002,0028
4099,Am Heidenberg,306,Junkersdorf,30601.0,Junkersdorf,50858,,,,
4100,Am Heidstamm,308,Lövenich,30801.0,Lövenich,50859,0001,0029,0002,0038
4100,Am Heidstamm,308,Lövenich,30804.0,Lövenich-West,50859,0031,0107,0048,0084
4100,Am Heidstamm,308,Lövenich, , ,50859,0115,0115,,
4101,Am Heiligenhäuschen (Urbach),707,Urbach,70701.0,Urbach,51145,0001,0015,,
4102,Am Heiligenhäuschen (Widdersdorf),309,Widdersdorf,30901.0,Neu-Widdersdorf,50859,0001,0017,0002,0016
125,Am Heiligenpfad,608,Volkhoven/Weiler, , ,50765,,,,
4105,Am Hermannshof,207,Hahnwald,20703.0,Alt-Hahnwald,50996,0005,0015,0006,0008
126,Am Hetzepetsch,603,Seeberg,60302.0,Seeberg-Süd,50769,0007,0029,0002,0018
5659,Am Hilgerskreuz,213,Meschenich,21301.0,Alt-Meschenich,50997,0001,0019,0002,0012
4106,Am Himmel,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0011,0002,0010
127,Am Hirschfuß,909,Flittard,90904.0,Paulinenhof,51061,0001a,0001a,0002,0004
128,Am Hirschsprung,807,Brück,80705.0,Waldtier-Siedlung,51109,0001,0017,0002,0046
4107,Am Hochkreuz,704,Gremberghoven,70401.0,Gremberghoven,51149,0005,0045,,
130,Am Hof,103,Altstadt/Nord,10305.0,City,50667,0001,0025,0002,0052
4109,Am Hof (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0011,0004,0020
4108,Am Höfchen,206,Rondorf,20601.0,Rondorf,50997,0001,0053,0002,0038
4108,Am Höfchen,204,Raderthal, , ,50997,,,,
129,Am Höfenweg,601,Merkenich,60103.0,Merkenich,50769,0001,0071,0006,0092
3646,Am Hufenpfädchen,405,Bocklemünd/Mengenich, , ,50829,,,,
131,Am Husholz,203,Raderberg,20302.0,Raderberg,50968,0001,0015,0002,0012
132,Am Jägerhof,801,Humboldt/Gremberg,80102.0,Gremberg,51105,,,0002,0018
133,Am Jungholz,907,Dünnwald,90702.0,Dünnwald,51069,,,0004,0006
3653,Am Justizzentrum,302,Sülz,30205.0,Justiz-Viertel,50939,0001,0013,0002,0006
3630,Am Katzenberg,907,Dünnwald,90702.0,Dünnwald,51069,0001,0027,0002,0002
134,Am Kaulberg,803,Vingst,80302.0,Siedlung Vingst,51107,0001,0007,0002,0014
4110,Am Keuschhof,308,Lövenich,30804.0,Lövenich-West,50859,,,0002,0054
135,Am Kiefernwald,906,Höhenhaus,90607.0,Berliner Straße,51061,0001,0045,0002,0052
136,Am Kielshof,701,Poll,70102.0,Poll,51105,0001,0057,0002,0032
4112,Am Kindergarten,711,Wahn,71101.0,Wahn,51147,,,0004,0008
5876,Am Kirchberg,607,Esch/Auweiler,60701.0,Esch,50765,,,0004,0008
4114,Am Kirchhof,213,Meschenich,21301.0,Alt-Meschenich,50997,0001,0025,0002,0020
4115,Am Kirchweg,206,Rondorf,20607.0,Rondorf-Ost,50997,0001,0013,,
137,Am Klausenberg,807,Brück,80706.0,Siedlung Klausenberg,51109,0001,0075,0004,0084
138,Am Kleeacker,701,Poll,70103.0,Poll-Ost,51105,0001,0007,0002,0008
5948,Am kleinen Busch,713,Libur,71301.0,Libur,51147,0015,0015,0004,0004
4116,Am Kliepesch,307,Weiden,30703.0,Üsdorf,50859,0001,0015,0004,0018
139,Am Klosterhof,907,Dünnwald,90701.0,Oststraßen-Siedlung,51069,0001,0035,0002,0004
139,Am Klosterhof,907,Dünnwald,90703.0,Siedlung Klosterhof,51069,0189,0209,0010,0018
5920,Am Köchhof,607,Esch/Auweiler,60702.0,Auweiler,50765,0007,0067,0002,0050
4117,Am Kölnberg,213,Meschenich,21302.0,Kölnberg,50997,,,,
3754,Am Kölner Brett,401,Ehrenfeld,40102.0,GE Ehrenfeld,50825,0003,0003,0002,0010
4118,Am Kölner Weg,607,Esch/Auweiler,60701.0,Esch,50765,0001,0063,0002,0056
141,Am Königsweg,601,Merkenich,60102.0,Langel (lrh.),50769,0031,0031,0002,0020
4119,Am Konraderhof,206,Rondorf, , ,50997,0001,0005,0000,0002
142,Am Kornfeld,701,Poll,70103.0,Poll-Ost,51105,0001,0003,0002,0004
4120,Am Kradepohl,213,Meschenich,21301.0,Alt-Meschenich,50997,0001,0027,,
4121,Am Krausbaum,711,Wahn,71101.0,Wahn,51147,0005,0041,0004,0044
143,Am Krausen Baum,904,Holweide,90407.0,Siedlung Schlagbaum,51067,0001,0023,0002a,0020
4122,Am Kreuzweg,213,Meschenich, , ,50997,0001,0003,,
144,Am Krieler Dom,302,Sülz,30204.0,Kriel,50935,0001,0035,0002,0040
5804,Am Krumfingers Hof,702,Westhoven,70202.0,Westhoven,51149,0005,0025,0002,0014
145,Am Kümpchenshof,103,Altstadt/Nord,10303.0,Gereons-Viertel,50670,0001,0013,,
145,Am Kümpchenshof,104,Neustadt/Nord,10404.0,Media-Park,50670,0015,0021,0002,0002
146,Am Kunstfeld,907,Dünnwald,90705.0,Siedlung Kunstfeld,51069,0001,0053a,,
3561,Am Kurtenwaldbach,808,Rath/Heumar,80802.0,Rath,51107,0001,0015,0002,0052
3688,Am Kutzpfädchen,602,Fühlingen,60201.0,Fühlingen,50769,0001,0011,0002,0012
4124,Am Kuxgarten,711,Wahn,71101.0,Wahn,51147,0001,0001,0002,0024
6013,Am Langeler Lido,715,Langel, , ,51143,0011,0011,,
147,Am Langen Stein,403,Bickendorf,40304.0,Garten-Siedlung,50827,0001,0011,0002,0016
148,Am Leinacker,905,Dellbrück,90506.0,Siedlung Mielenforst,51069,0003,0013,0004,0018
5859,Am Lennartzhof,208,Rodenkirchen,20806.0,Schillingsrott,50996,0003,0047,0002,0044
4125,Am Leuschhof,707,Urbach,70701.0,Urbach,51145,0001,0025,0002,0008e
149,Am Leystapel,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,,,,
149,Am Leystapel,103,Altstadt/Nord, , ,50676,,,,
6034,Am Liburer Wall,713,Libur, , ,51147,,,,
3590,Am Lindenweg,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0001,0063,0010,0076
4127,Am Linder Kreuz,712,Lind,71204.0,GE Portastr.,51147,,,0006,0024
4127,Am Linder Kreuz,712,Lind,71201.0,Lind,51147,0027,0093,0026,0078
150,Am Lingchen,612,Worringen,61201.0,Alt-Worringen,50769,0001,0013,0002,0010a
6096,Am Lusthaus,808,Rath/Heumar,80802.0,Rath,51107,,,,
4128,Am Maarhof,707,Urbach,70701.0,Urbach,51145,0001,0033,0002,0028
5869,Am Magerhof,213,Meschenich,21303.0,Neu-Meschenich,50997,0001,0037,0002,0048
151,Am Malzbüchel,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50667,0001,0003,,
151,Am Malzbüchel,101,Altstadt/Süd,10105.0,Georgs-Viertel,50667,,,0002,0008
152,Am Marienstift,904,Holweide,90401.0,Holweide-West,51067,0001,0039,0002,0064
4129,Am Markt,714,Zündorf,71401.0,Zündorf,51143,,,0004,0008
4131,Am Marktplatz,703,Ensen,70301.0,Ensen,51149,0001,0005,,
4132,Am Mertenshof,309,Widdersdorf,30902.0,Alt-Widdersdorf,50859,0001,0045,0002,0112
155,Am Molenkopf,504,Niehl,50406.0,Hafen Niehl,50735,0001,0015,,
154,Am Mönchshof,303,Lindenthal,30305.0,Deckstein,50935,0001,0009a,0002,0004
4134,Am Moosberg,212,Immendorf,21201.0,Immendorf,50997,0001,0011,0002,0022
156,Am Morsdorfer Hof,304,Braunsfeld,30402.0,Baumeister-Viertel,50933,0001,0039,0006,0028
157,Am Mühlen Falder,504,Niehl,50402.0,Niehl-Süd,50735,0001,0023,0004,0024
158,Am Mutzbach,907,Dünnwald,90702.0,Dünnwald,51069,0001,0019,0002,0024
4135,Am Nachtigallental,307,Weiden,30701.0,Alt-Weiden,50859,0001,0005,,
4136,Am Narzissenhof,808,Rath/Heumar,80802.0,Rath,51107,,,0002,0032
4137,Am Neuen Forst,207,Hahnwald,20703.0,Alt-Hahnwald,50996,,,0002,0042
4137,Am Neuen Forst,207,Hahnwald,20701.0,Neu-Hahnwald,50996,,,0044,0054a
159,Am Neuenhof,302,Sülz,30203.0,Beethovenpark,50937,0001,0013,,
4139,Am Neuenhof (Höningen),206,Rondorf,20604.0,Höningen,50997,,,0004,0006
160,Am Niehler Hafen,504,Niehl,50406.0,Hafen Niehl,50735,,,0010,0010
3800,Am Nordpark,501,Nippes,50103.0,Nordpark,50733,0001,0069,0006,0108
161,Am Nußberger Pfad,406,Ossendorf,40601.0,Ossendorf,50827,0001,0045,0002,0036
3508,Am Nüssenberger Hof,406,Ossendorf, , ,50829,0001,0201,,
162,Am Oberhof,908,Stammheim,90803.0,Stammheim,51061,0001,0031,0008,0028
163,Am Ölhafen,504,Niehl,50405.0,GI Emdener Str.,50735,,,0004,0004
5834,Am Palmkäulchen,607,Esch/Auweiler,60703.0,Krawinkel-Siedlung,50765,0001,0033a,0010,0070
165,Am Pantaleonsberg,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0001,0009,0002,0016
4143,Am Pescher Holz,606,Pesch,60601.0,Pesch,50767,0001,0011,0004,0018
166,Am Petershof,305,Müngersdorf,30501.0,Alt-Müngersdorf,50933,0001,0009,0002,0012
168,Am Pfropfbusch,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0035,,
780,Am Pistorhof,406,Ossendorf,40601.0,Ossendorf,50827,0001,0011a,0002,0024
169,Am Plankengarten,908,Stammheim,90803.0,Stammheim,51061,0003,0021,0004,0028
170,Am Platzhof,303,Lindenthal,30305.0,Deckstein,50935,0001,0005,0002,0006
5854,Am Poppenberg,715,Langel,71501.0,Langel-Süd (rrh.),51143,0001,0049,0002,0046
171,Am Portzenacker,907,Dünnwald,90703.0,Siedlung Klosterhof,51069,0001,0043,0002,0034
172,Am Puffelskooche,907,Dünnwald,90704.0,Siedlung Haan,51069,0001,0029,0002,0004
173,Am Pulverturm,901,Mülheim,90109.0,GI Mülheim-Süd,51063,,,,
4144,Am Rande,808,Rath/Heumar,80802.0,Rath,51107,,,0004,0026
4145,Am Randkanal,308,Lövenich,30804.0,Lövenich-West,50859,0001,0007a,0002,0002
4146,Am Rapohl,307,Weiden,30703.0,Üsdorf,50859,0003,0043,0002,0040
4146,Am Rapohl,307,Weiden, , ,50859,,,0048,0050
174,Am Rehwechsel,807,Brück,80705.0,Waldtier-Siedlung,51109,0003,0007,,
175,Am Reinholdsberg,907,Dünnwald,90702.0,Dünnwald,51069,0001,0013,0002,0006
176,Am Rheinacker,908,Stammheim,90802.0,Siedlung Stammheim-Süd,51061,0001,0053,0002,0024
4147,Am Rheinberg,209,Weiß,20902.0,Alt-Weiß,50999,0005,0013,0006,0012
4148,Am Rheinbrauhaus,706,Porz,70601.0,Porz-Mitte,51143,0001,0011,0002,0010
4149,Am Rheinufer,210,Sürth,21003.0,Sürth-Nord,50999,0001,0023a,0002,0024
177,Am Rinkenpfuhl,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0009,0057,0010,0046
178,Am Rodderberg,801,Humboldt/Gremberg,80102.0,Gremberg,51105,,,0002,0008
4150,Am Rodderpfädchen,206,Rondorf,20601.0,Rondorf,50997,0001,0027,0002,0024
180,Am Rolshover Hof,701,Poll,70103.0,Poll-Ost,51105,0003,0025,0004,0026
4151,Am Römerhof,306,Junkersdorf,30601.0,Junkersdorf,50858,,,0002,0056
179,Am Römerturm,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0001,0027,0002,0010
5851,Am Rondorfer Pfad,213,Meschenich,21302.0,Kölnberg,50997,0009,0009,,
5851,Am Rondorfer Pfad,213,Meschenich,21303.0,Neu-Meschenich,50997,,,0010,0038
181,Am Rosengarten,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0097,0002,0078
182,Am Rosenhof,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0011,0002,0010
183,Am Rosenmaar,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0003,0002,0022
184,Am Rursbruch,806,Merheim,80601.0,Merheim,51109,0001,0011,0002,0020
185,Am Salzmagazin,103,Altstadt/Nord,10307.0,Ursula-Viertel,50668,0003,0011,0002,0006
185,Am Salzmagazin,103,Altstadt/Nord,10302.0,Eigelstein-Viertel,50668,,,0040,0062
4153,Am Sandpfad,209,Weiß,20901.0,Neu-Weiß,50999,,,0002,0022
4153,Am Sandpfad,209,Weiß, , ,50999,,,0038,0038
186,Am Schauenberg,808,Rath/Heumar,80802.0,Rath,51107,0003,0007,0002,0010
4155,Am Scheidweg,607,Esch/Auweiler,60703.0,Krawinkel-Siedlung,50765,0007,0071,0002,0098
187,Am Schildchen,807,Brück,80703.0,Bergische Siedlung,51109,0001,0043,0008,0042
4154,Am Schildchen (Auweiler),607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0019,0002,0014
188,Am Schloßgarten,303,Lindenthal,30305.0,Deckstein,50935,0001,0007,0002,0008
6026,Am Schmelzofen,706,Porz,70605.0,GI Porz,51143,0001,0049,0002,0016
5830,Am Schmidtgrund,607,Esch/Auweiler,60703.0,Krawinkel-Siedlung,50765,0001,0103,0002,0148
189,Am Schneckenberg,903,Buchheim,90303.0,Kleinherl,51067,0001,0019,0002,0016
190,Am Schnellert,105,Deutz,10504.0,Deutzer Hafen,50679,0001,0009,0008,0008
3896,Am Schokoladenmuseum,101,Altstadt/Süd,10107.0,Rheinauhafen,50678,0001a,0001a,,
4157,Am Schulberg,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0031,0002,0008a
4159,Am Schwanebitzer Hof,707,Urbach,70701.0,Urbach,51145,,,,
192,Am Serviesberg,305,Müngersdorf,30501.0,Alt-Müngersdorf,50933,0001,0017,0002,0018
4166,Am Sonnenhang,208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0009,0002,0032
3850,Am Sonnenhut,806,Merheim,80602.0,Siedlung Madaus,51109,0031,0283,0040,0054
616,Am Sportpark Müngersdorf,305,Müngersdorf,30502.0,Stadion,50933,0001,0005,0002,0006
193,Am Springborn,901,Mülheim, , ,51063,0001,0009,0018,0018
193,Am Springborn,901,Mülheim,90108.0,GE Schanzenstr.,51063,,,0002,0012
193,Am Springborn,906,Höhenhaus,90606.0,Gewürzviertel,51061,0015,0017,0036,0066
193,Am Springborn,901,Mülheim,90108.0,GE Schanzenstr.,51063,,,0032,0032
194,Am Stachelshäuschen,808,Rath/Heumar,80802.0,Rath,51107,0001,0009,0002,0010
195,Am Stammheimer Häuschen,908,Stammheim,90801.0,Siedlung Stammheim-Nord,51061,,,0002,0020
3697,Am Stammheimer Schloßpark,908,Stammheim, , ,51061,,,0020,0020
196,Am Steinbergs Weiher,903,Buchheim,90302.0,Buchheim,51067,0009,0051,0006,0014
4167,Am Steinneuerhof,206,Rondorf,20604.0,Höningen,50997,0003,0003,0002,0062
4169,Am Stiftswäldchen,207,Hahnwald,20701.0,Neu-Hahnwald,50996,0001,0019a,0002,0006
4169,Am Stiftswäldchen,207,Hahnwald,20703.0,Alt-Hahnwald,50996,,,0010,0012
4169,Am Stiftswäldchen,207,Hahnwald,20701.0,Neu-Hahnwald,50996,,,0016,0020
198,Am Südpark,202,Marienburg,20201.0,Marienburg,50968,0001,0063,0002,0008
4170,Am Tambourskreuz,707,Urbach,70701.0,Urbach,51145,0001,0011,,
4171,Am Tannenhof,208,Rodenkirchen,20801.0,Michaelshoven,50999,0001,0033,0014,0016
3895,Am Tauzieher,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0001,,
199,Am Tekelkamp,612,Worringen,61201.0,Alt-Worringen,50769,0001,0025,,
200,Am Tetzerkamp,505,Weidenpesch,50504.0,Merheim (lrh.),50735,0001,0009,0002,0016
5839,Am Theise,714,Zündorf,71402.0,Zündorf-Süd,51143,0001,0015,0002,0016
4173,Am Treidelweg,209,Weiß,20901.0,Neu-Weiß,50999,0001,0001,0008,0018
201,Am Trutzenberg,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0003,0033,0036,0050
4174,Am Ulrichshof,207,Hahnwald,20703.0,Alt-Hahnwald,50996,0007,0007,0002,0006
4175,Am Urbacher Wall,707,Urbach,70701.0,Urbach,51145,0001,0061,0002,0068
4176,Am Verteilerkreis,202,Marienburg,20201.0,Marienburg,50968,,,0000,
4177,Am Viereck,808,Rath/Heumar,80802.0,Rath,51107,0001,0005,0002,0008
203,Am Vorgebirgstor,205,Zollstock,20505.0,Zollstock-Nord,50969,0001,0043,,
203,Am Vorgebirgstor,205,Zollstock,20506.0,GE Zollstock,50969,,,0002,0018
4178,Am Waldpark,207,Hahnwald,20701.0,Neu-Hahnwald,50996,0001,0025,0002a,0044
204,Am Waldwinkel,905,Dellbrück,90508.0,Thurn,51069,0001,0021,,
204,Am Waldwinkel,905,Dellbrück,90504.0,Strunden,51069,,,0002,0030
3884,Am Wassermann,404,Vogelsang,40403.0,GE Vogelsang,50829,0003,0031,0020,0036
205,Am Weidenbach,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0021,0045,0002,0030
4179,Am Weidenpesch,306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0021,0002,0016
5847,Am Weingartsberg,715,Langel,71502.0,Langel-Nord (rrh.),51143,0001,0107,0002,0054
3769,Am Weißen Mönch,907,Dünnwald, , ,51069,,,,
5848,Am Weißen Stein,715,Langel,71502.0,Langel-Nord (rrh.),51143,0001,0021,0002,0010
4180,Am Weißer Bogen,209,Weiß, , ,50999,,,0116,0116b
206,Am Weizenacker,701,Poll,70103.0,Poll-Ost,51105,0007,0025,0002,0016
4181,Am Westhover Berg,702,Westhoven,70202.0,Westhoven,51149,0001,0019,0014,0026
4181,Am Westhover Berg,702,Westhoven,70203.0,GI Westhoven,51149,0023,0043,0030,0030
207,Am Weyertor,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50674,,,,
209,Am Wildpark,907,Dünnwald, , ,51069,0001,0009,,
210,Am Wildwechsel,807,Brück,80705.0,Waldtier-Siedlung,51109,,,0008,0032
4183,Am Wildzaun,709,Grengel, , ,51147,,,,
4184,Am Wingert,209,Weiß,20901.0,Neu-Weiß,50999,0001,0049,0002,0050
4185,Am Wolfsgarten,711,Wahn,71101.0,Wahn,51147,,,0002,0028
4186,Am Zehnpfennigshof,207,Hahnwald,20703.0,Alt-Hahnwald,50996,0001,0027,0002,0032
4187,Am Zehnthof,210,Sürth,21001.0,Sürth,50999,0001,0011a,0002,0010
3751,Am Ziegelfeld,808,Rath/Heumar,80802.0,Rath,51107,0001,0003,0002,0012
4188,Am Ziegelofen,210,Sürth,21003.0,Sürth-Nord,50999,0001,0015a,,
6042,Am Zinnenkranz,711,Wahn, , ,51147,0001,0009,0002,0016
211,Am Zollhaus,907,Dünnwald,90704.0,Siedlung Haan,51069,0001,0019,,
212,Am Zuckerberg,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50668,0001,0009,0002,0008
88,Amalienstr.,303,Lindenthal,30302.0,Uni-Viertel,50931,0001,0007,0002,0006
6089,Amalie-Struve-Weg,805,Ostheim,80506.0,Waldbad-Viertel,51107,,,,
94,Amandusstr.,601,Merkenich,60101.0,Rheinkassel,50769,0001,0077,0002,0062
98,Amberweg,604,Heimersdorf,60403.0,Baum-Siedlung,50767,0001,0009,0002,0018
102,Amboßstr.,505,Weidenpesch,50502.0,Weidenpesch,50735,0001,0015,0004,0022
164,Amorbacher Str.,805,Ostheim,80502.0,Ostheim-Süd,51107,0001,0029,0002,0008
4142,Ampèrestr.,706,Porz,70603.0,Porz-Ost,51145,0001,0043,0002,0028
191,Amselstr.,907,Dünnwald,90702.0,Dünnwald,51069,0001,0099,0002,0100
4162,Amselstr. (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0029a,0002,0024
4160,Amselstr. (Porz),702,Westhoven,70202.0,Westhoven,51149,0001,0015,0002,0016
4160,Amselstr. (Porz),703,Ensen,70301.0,Ensen,51149,0023,0025,,
4163,Amselweg (Esch),607,Esch/Auweiler,60701.0,Esch,50765,0001,0023,0002,0058
4164,Amselweg (Godorf),211,Godorf,21101.0,Godorf,50997,0003,0033,,
197,Amsterdamer Str.,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50668,0001,0001,,
197,Amsterdamer Str.,503,Riehl,50303.0,Zoo-Flora,50735,0059,0059e,0034,0072
197,Amsterdamer Str.,503,Riehl,50301.0,Riehl,50735,0071,0113,0076,0132
197,Amsterdamer Str.,503,Riehl,50304.0,GE Riehl,50735,0119,0149,,
197,Amsterdamer Str.,504,Niehl,50401.0,Siedlung Gelsenkirchener Str.,50735,0165,0199,,
197,Amsterdamer Str.,504,Niehl,50409.0,GE Niehl,50735,,,0172,0242
197,Amsterdamer Str.,504,Niehl,50407.0,Ford-Siedlung,50735,0203,0293,,
197,Amsterdamer Str.,504,Niehl,50402.0,Niehl-Süd,50735,0295,0303,,
4168,Amsterdamer Str. (Porz),716,Finkenberg,71601.0,Siedlung Finkenberg,51149,0001,0053,,
202,Amtsstr.,803,Vingst,80303.0,Vingst,51107,0005,0009,0002,0022
213,An den Birken,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0041,0002,0034
214,An den Buchen,906,Höhenhaus,90603.0,Höhenhaus,51061,0001,0047,0002,0034
215,An den Dominikanern,103,Altstadt/Nord,10308.0,Andreas-Viertel,50668,0001,0027,0002,0014
3934,An den Gelenkbogenhallen,105,Deutz,10505.0,Messe,50679,0003,0003,,
5468,An den Kastanien,309,Widdersdorf,30902.0,Alt-Widdersdorf,50859,0001,0011,,
216,An den Kaulen,612,Worringen,61201.0,Alt-Worringen,50769,0001,0101,0002,0084
216,An den Kaulen,612,Worringen,61202.0,GI Worringen,50769,0123,0127,0102,0112
217,An den Klostereichen,907,Dünnwald,90703.0,Siedlung Klosterhof,51069,0001,0007,0002,0020
218,An den Kreutzmorgen,505,Weidenpesch,50504.0,Merheim (lrh.),50737,0001,0009,0002,0008
219,An den Maien,701,Poll,70101.0,Rolshoven,51105,0001,0039,0002,0058
220,An den Rolshover Gärten,701,Poll,70101.0,Rolshoven,51105,0003,0009,0002,0018
5837,An den Seen,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0005a,,
4190,An den vier Linden,208,Rodenkirchen,20806.0,Schillingsrott,50996,,,0002,0012
4191,An den Weiden,210,Sürth,21001.0,Sürth,50999,0001,0019,0004,0026
221,An der Alteburger Mühle,202,Marienburg,20201.0,Marienburg,50968,0001,0003,0004,0016
3926,An der Alten Kantine,501,Nippes,50106.0,Siedlung Ausbesserungswerk Nippes,50733,,,,
4192,An der Alten Mühle,211,Godorf,21101.0,Godorf,50997,,,,
4194,An der Alten Post,307,Weiden,30702.0,Neu-Weiden,50859,,,0002,0038
4194,An der Alten Post,307,Weiden,30702.0,Neu-Weiden,50858,0015,0023,0040,0046
222,An der Basilika St.Severin,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0001,,
223,An der Bastion,105,Deutz,10501.0,Deutz,50679,0001a,0013,,
224,An der Bottmühle,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0015,0002,0016
225,An der Buchenhecke,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0013,0002,0002
226,An der Burg,907,Dünnwald,90704.0,Siedlung Haan,51069,0001,0009,0002,0012
3444,An der Decksteiner Mühle,303,Lindenthal,30305.0,Deckstein,50935,0001,0011,0002,0010
5900,An der Dränk,607,Esch/Auweiler,60701.0,Esch,50765,,,,
3929,An der Drehscheibe,501,Nippes,50106.0,Siedlung Ausbesserungswerk Nippes,50733,0001,0015,,
227,An der Eiche,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0017,,
228,An der Eisenbahn,305,Müngersdorf, , ,50933,0067,0067,0068,0068
3705,An der Fliehburg,806,Merheim,80603.0,Merheim-Mitte,51109,0001,0075,0002,0064
229,An der Flora,503,Riehl,50303.0,Zoo-Flora,50735,0001,0027,,
5852,An der Fuhr,213,Meschenich,21302.0,Kölnberg,50997,0001,0005,0002,0004
4197,An der Groov,714,Zündorf,71401.0,Zündorf,51143,,,,
4199,An der Hellfuhr,210,Sürth,21001.0,Sürth,50999,0005,0007,0002,0018
230,An der Joch,908,Stammheim,90801.0,Siedlung Stammheim-Nord,51061,0001,0043,0002,0074
4200,An der Kapelle,306,Junkersdorf,30602.0,Stadtwaldsiedlung,50858,,,0002,0024
231,An der Kemperwiese,905,Dellbrück,90501.0,Dellbrück,51069,0001,0017,0002,0008
3627,An der Kittelburg,905,Dellbrück, , ,51069,,,,
232,An der Kranzmaar,204,Raderthal,20401.0,Volkspark-Siedlung,50968,0003,0031,0002,0008
233,An der Lenzwiese,801,Humboldt/Gremberg,80103.0,Siedlung Lüderichstr.,51105,0001,0021,0002,0010
234,An der Linde,103,Altstadt/Nord,10301.0,Kuniberts-Viertel,50668,0001,0033,0002,0030
235,An der Ling,506,Longerich,50602.0,Neu-Longerich,50739,0001,0027,0002,0046
236,An der Malzmühle,101,Altstadt/Süd,10101.0,Kapitol-Viertel,50676,0001,0009,,
236,An der Malzmühle,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,,,0002,0008
237,An der Mergelskaule,701,Poll,70101.0,Rolshoven,51105,0001,0005,0002,0014
238,An der Mollburg,808,Rath/Heumar,80802.0,Rath,51107,0003,0073,0002,0046
239,An der Mühle,303,Lindenthal,30305.0,Deckstein,50935,0001,0009,0002,0008
4201,An der Mühle (Langel),715,Langel,71502.0,Langel-Nord (rrh.),51143,,,0002,0012
240,An der Müllerwiese,905,Dellbrück,90507.0,Dellbrück-Süd,51069,0001,0039,,
240,An der Müllerwiese,905,Dellbrück,90508.0,Thurn,51069,,,0002,0022
241,An der Münze,104,Neustadt/Nord,10406.0,Villen-Viertel,50668,0001,0015,0006,0016
243,An der Ölmühle,905,Dellbrück,90507.0,Dellbrück-Süd,51069,,,0002,0052
